Timestamp,Temperature (°C),Humidity (%),Wind Speed (m/s),Weather Code,"Weather Description_Mainly clear, partly cloudy, and overcast","Weather Description_Rain showers: Slight, moderate, and violent",Weather Description_Thunderstorm with slight and heavy hail,Weather Description_Thunderstorm: Slight or moderate,CO,Weather
2024-12-01 08:00:46,29.14306465,74.99544289,5.054286528,3,0,0,0,0,403.44929460272414,Other
2024-12-01 08:06:33,29.14192538,75.00085446,5.052321276,3,0,0,0,0,401.9125959655253,Other
2024-12-01 08:12:00,29.1407861,75.00626602,5.050356024,3,0,0,0,0,401.6608768056861,Other
2024-12-01 08:18:54,29.13964682,75.01167758,5.048390772,3,0,0,0,0,402.7535415357939,Other
2024-12-01 08:24:54,29.13850755,75.01708915,5.04642552,3,0,0,0,0,401.7863243330251,Other
2024-12-01 08:30:25,29.13736827,75.02250071,5.044460268,3,0,0,0,0,400.4248461749206,Other
2024-12-01 08:36:42,29.13622899,75.02791228,5.042495016,3,0,0,0,0,401.0819497536581,Other
2024-12-01 08:42:09,29.13508972,75.03332384,5.040529764,3,0,0,0,0,401.30307823031495,Other
2024-12-01 08:48:29,29.13395044,75.0387354,5.038564512,3,0,0,0,0,402.3757988308027,Other
2024-12-01 08:54:49,29.13281116,75.04414697,5.036599259,3,0,0,0,0,402.14912000549026,Other
2024-12-01 09:00:17,29.13167189,75.04955853,5.034634007,3,0,0,0,0,402.65410523689144,Other
2024-12-01 09:06:16,29.13053261,75.05497009,5.032668755,3,0,0,0,0,401.56471973399886,Other
2024-12-01 09:12:25,29.12939334,75.06038166,5.030703503,3,0,0,0,0,402.81896558821575,Other
2024-12-01 09:18:07,29.12825406,75.06579322,5.028738251,3,0,0,0,0,401.4386111374826,Other
2024-12-01 09:24:46,29.12711478,75.07120478,5.026772999,3,0,0,0,0,400.7747456513126,Other
2024-12-01 09:30:39,29.12597551,75.07661635,5.024807747,3,0,0,0,0,401.4903377266563,Other
2024-12-01 09:36:48,29.12483623,75.08202791,5.022842495,3,0,0,0,0,402.8714255066324,Other
2024-12-01 09:42:11,29.12369695,75.08743948,5.020877243,3,0,0,0,0,400.0613430778303,Other
2024-12-01 09:48:26,29.12255768,75.09285104,5.018911991,3,0,0,0,0,400.6796801414396,Other
2024-12-01 09:54:07,29.1214184,75.0982626,5.016946739,3,0,0,0,0,401.4176984825772,Other
2024-12-01 10:00:24,29.12027912,75.10367417,5.014981487,3,0,0,0,0,400.0,Other
2024-12-01 10:06:45,29.11913985,75.10908573,5.013016235,3,0,0,0,0,402.52064596485263,Other
2024-12-01 10:12:03,29.11800057,75.11449729,5.011050983,3,0,0,0,0,402.6280724076145,Other
2024-12-01 10:18:32,29.11686129,75.11990886,5.009085731,3,0,0,0,0,402.33793337645324,Other
2024-12-01 10:24:00,29.11572202,75.12532042,5.007120478,3,0,0,0,0,401.11850591485455,Other
